date,close,volume
2021-07-02,22.849375,2604416
2021-07-06,23.433125,5614496
2021-07-07,23.409375,6514912
2021-07-08,23.135,5371968
2021-07-09,23.626875,4256176
2021-07-12,23.18125,2141376
2021-07-13,23.12375,3182208
2021-07-14,23.078125,2796736
2021-07-15,23.003125,2104032
2021-07-16,22.715625,2376144
2021-07-19,22.6325,4057120
2021-07-20,22.730625,6645888
2021-07-21,22.948125,4521520
2021-07-22,23.335625,6416048
2021-07-23,23.81125,4135648
2021-07-26,23.585625,1571376
2021-07-27,23.414375,2676848
2021-07-28,23.565625,1755072
2021-07-29,23.813125,2292176
2021-07-30,23.774375,2895952
2021-08-02,23.57375,6390720
2021-08-03,23.698125,6852784
2021-08-04,23.8825,4652480
2021-08-05,23.7875,3179152
2021-08-06,23.6,2086416
2021-08-09,23.46875,3376496
2021-08-10,23.23125,1929536
2021-08-11,23.06875,2817952
2021-08-12,22.936875,3463168
2021-08-13,22.754375,3045600
2021-08-16,22.844375,1477776
2021-08-17,22.789375,1639072
2021-08-18,22.629375,1640432
2021-08-19,22.9275,3182880
2021-08-20,23.11625,2711072
2021-08-23,23.140625,4026240
2021-08-24,23.528125,3691728
2021-08-25,23.3825,2571008
2021-08-26,23.076875,1613440
2021-08-27,23.30375,3118432
2021-08-30,23.25625,4055424
2021-08-31,23.095625,2787184
2021-09-01,22.47375,7379920
2021-09-02,22.744375,4373456
2021-09-03,22.695,3906880
2021-09-07,22.46625,4398368
2021-09-08,22.4725,2979296
2021-09-09,22.383125,2797344
2021-09-10,21.9325,4035776
2021-09-13,22.39375,6904864
2021-09-14,22.36,3188560
2021-09-15,22.43,3593680
2021-09-16,22.808125,4197200
2021-09-17,22.445625,6746112
2021-09-20,22.123125,3264128
2021-09-21,21.97125,2352416
2021-09-22,21.885,4373888
2021-09-23,22.369375,3217792
2021-09-24,22.509375,1702048
2021-09-27,22.299375,2400800
2021-09-28,21.66125,2612144
2021-09-29,21.62375,3763680
2021-09-30,21.4775,3225904
2021-10-01,21.905,2956384
2021-10-04,21.4825,3525600
2021-10-05,22.059375,2276272
2021-10-06,22.095,1957760
2021-10-07,22.7575,4916736
2021-10-08,23.245,5941232
2021-10-11,23.599375,3078176
2021-10-12,23.434375,2325312
2021-10-13,23.993125,3264384
2021-10-14,24.701875,4988528
2021-10-15,24.36125,4173584
2021-10-18,23.9825,5276192
2021-10-19,24.3525,3076064
2021-10-20,24.669375,2629120
2021-10-21,24.7175,1646672
2021-10-22,24.4075,1855712
2021-10-25,24.1275,2197792
2021-10-26,25.224375,6543760
2021-10-27,25.174375,3736928
2021-10-28,25.44,4208352
2021-10-29,25.605625,4792928
2021-11-01,25.535625,5597184
2021-11-02,30.741875,33852368
2021-11-03,32.1125,12384464
2021-11-04,32.74125,9597344
2021-11-05,33.15875,5346784
2021-11-08,32.90125,4319808
2021-11-09,33.21,3726000
2021-11-10,32.635,4592112
2021-11-11,32.588125,3786144
2021-11-12,32.8625,3678864
2021-11-15,33.010625,3149952
2021-11-16,32.954375,5799520
2021-11-17,33.02,3445328
2021-11-18,33.1375,5889696
2021-11-19,32.24,5143588
2021-11-22,32.04,5732396
2021-11-23,31.6275,7250316
2021-11-24,31.945,2766592
2021-11-26,31.2425,2343860
2021-11-29,31.65,3089972
2021-11-30,31.015,4781752
2021-12-01,30.3475,5171932
2021-12-02,30.82,4916488
2021-12-03,30.3,4337956
2021-12-06,30.4125,2848264
2021-12-07,31.5775,4580688
2021-12-08,31.37,3885780
2021-12-09,32.165,6028240
2021-12-10,32.6725,5132204
2021-12-13,33.045,6978412
2021-12-14,32.78,5949480
2021-12-15,34.665,10172320
2021-12-16,32.535,11074792
2021-12-17,33.7575,8542324
2021-12-20,33.5825,4668400
2021-12-21,34.4775,6688104
2021-12-22,34.8825,4736404
2021-12-23,35.4625,6862848
2021-12-27,36.71,6078320
2021-12-28,36.2225,4002312
2021-12-29,36.4275,3026604
2021-12-30,35.7875,3546000
2021-12-31,35.9375,2484716
2022-01-03,35.56,6901900
2022-01-04,34.665,5819260
2022-01-05,33.2875,5645716
2022-01-06,33.1675,3559892
2022-01-07,32.37,5716676
2022-01-10,32.885,6481372
2022-01-11,33.295,2771268
2022-01-12,33.2625,2904768
2022-01-13,32.8,4132136
2022-01-14,32.435,5442816
2022-01-18,31.7725,4967404
2022-01-19,31.3275,5994884
2022-01-20,30.485,4973884
2022-01-21,29.6575,6638696
2022-01-24,30.38,12282168
2022-01-25,29.2375,5616360
2022-01-26,29.4875,4800428
2022-01-27,29.48,6206528
2022-01-28,30.0475,5024024
2022-01-31,31.0775,3715584
2022-02-01,31.075,4038204
2022-02-02,31.4025,4776368
2022-02-03,30.555,3959516
2022-02-04,30.58,4439828
2022-02-07,30.5425,2553620
2022-02-08,30.84,2230244
2022-02-09,32.36,5637704
2022-02-10,31.7675,4609380
2022-02-11,30.23,6407120
2022-02-14,30.705,10198552
2022-02-15,32.485,20732172
2022-02-16,33.11,8077840
2022-02-17,32.3075,5023424
2022-02-18,31.48,5591104
2022-02-22,30.4575,5056184
2022-02-23,29.5425,6300496
2022-02-24,30.215,7423084
2022-02-25,30.875,4880152
2022-02-28,30.6825,4116904
2022-03-01,29.47,4924364
2022-03-02,30.76,4074308
2022-03-03,30.085,3582584
2022-03-04,29.6375,3722844
2022-03-07,28.6125,8180276
2022-03-08,28.65,4665652
2022-03-09,30.1525,4629272
2022-03-10,30.2275,4259180
2022-03-11,29.9775,3665000
2022-03-14,28.82,4654348
2022-03-15,30.29,4537756
2022-03-16,31.0475,3612500
2022-03-17,31.5,7276820
2022-03-18,32.8125,10748448
2022-03-21,32.9875,4061036
2022-03-22,34.005,5997196
2022-03-23,33.2875,5207944
2022-03-24,34.9175,6059752
2022-03-25,34.6,4157444
2022-03-28,34.8475,2423736
2022-03-29,35.2,3309260
2022-03-30,34.5475,4226488
2022-03-31,34.745,3429152
2022-04-01,34.87,2963572
2022-04-04,35.6875,3925124
2022-04-05,35.2675,4665972
2022-04-06,33.0025,8323556
2022-04-07,33.205,3553524
2022-04-08,32.7575,2444924
2022-04-11,31.79,3494392
2022-04-12,31.855,3793904
2022-04-13,32.8425,2577976
2022-04-14,31.645,3660984
2022-04-18,31.55,3732916
2022-04-19,32.21,3137736
2022-04-20,31.79,5384732
2022-04-21,30.0475,5237584
2022-04-22,29.425,5103712
2022-04-25,29.735,4512440
2022-04-26,28.81,4468276
2022-04-27,28.795,5135976
2022-04-28,30.2275,5641248
2022-04-29,28.8925,4316452
2022-05-02,29.565,7334080
2022-05-03,28.5075,8304888
2022-05-04,29.4475,6208036
2022-05-05,27.745,8163416
2022-05-06,27.745,4105656
2022-05-09,25.62,7054252
2022-05-10,26.2775,5214776
2022-05-11,25.7275,3320748
2022-05-12,25.4175,7739864
2022-05-13,27.1625,5676884
2022-05-16,26.25,2891320
2022-05-17,26.8425,2721832
2022-05-18,25.6425,6143836
2022-05-19,25.275,4707484
2022-05-20,25.66,6695524
2022-05-23,25.575,4695776
2022-05-24,24.9225,4917288
2022-05-25,25.2375,4731904
2022-05-26,25.9275,4681152
2022-05-27,26.4675,4019856
2022-05-31,25.57,5454300
2022-06-01,25.4175,4331996
2022-06-02,26.535,4391856
2022-06-03,25.7925,2224916
2022-06-06,25.8775,2325420
2022-06-07,26.075,2627504
2022-06-08,25.7625,1985968
2022-06-09,24.6025,5448816
2022-06-10,23.74,7683628
2022-06-13,23.0225,7844900
2022-06-14,22.9825,6184472
2022-06-15,23.2175,3621120
2022-06-16,22.605,4043300
2022-06-17,22.735,4519016
2022-06-21,23.4575,3600800
2022-06-22,23.26,2588304
2022-06-23,23.84,4793764
2022-06-24,24.955,4016924
2022-06-27,24.7175,3293808
2022-06-28,23.815,2832172
2022-06-29,23.7325,2490336
2022-06-30,23.435,2996184
2022-07-01,23.3525,3349148
2022-07-05,24.0375,5253836
2022-07-06,24.6575,5226112
2022-07-07,25.4925,3567240
2022-07-08,25.75,4086952
2022-07-11,25.425,2854276
2022-07-12,24.565,4341924
2022-07-13,24.575,3703132
2022-07-14,24.775,3443088
2022-07-15,25.4175,3129544
2022-07-18,25.145,3095872
2022-07-19,26.1875,4573268
2022-07-20,26.2225,6300576
2022-07-21,26.4875,4773420
2022-07-22,25.595,4518096
2022-07-25,25.865,4104656
2022-07-26,25.835,4954848
2022-07-27,27.275,5265668
2022-07-28,28.8325,8470880
2022-07-29,29.1575,4454740
2022-08-01,29.4025,5359524
2022-08-02,29.285,12022372
2022-08-03,30.425,7356744
2022-08-04,30.765,4880536
2022-08-05,31.67,6630564
