date,close,volume
2021-07-02,3.5409999999999995,852520
2021-07-06,3.46,739410
2021-07-07,3.428,722390
2021-07-08,3.38,655450
2021-07-09,3.4560000000000004,2847470
2021-07-12,3.3590000000000004,983000
2021-07-13,3.2950000000000004,1348960
2021-07-14,3.4450000000000003,1648490
2021-07-15,3.4549999999999996,1909430
2021-07-16,3.414,1816740
2021-07-19,3.493,2063410
2021-07-20,3.4829999999999997,1203760
2021-07-21,3.5130000000000003,671590
2021-07-22,3.442,472040
2021-07-23,3.5100000000000002,310730
2021-07-26,3.528,454240
2021-07-27,3.497,591280
2021-07-28,3.571,528690
2021-07-29,3.7350000000000003,1096550
2021-07-30,3.804,1101380
2021-08-02,3.746,1027680
2021-08-03,3.7880000000000003,873490
2021-08-04,3.78,1390480
2021-08-05,3.8600000000000003,1383440
2021-08-06,3.8950000000000005,1256160
2021-08-09,3.8899999999999997,2147490
2021-08-10,3.857,1659840
2021-08-11,3.882,2640830
2021-08-12,3.8329999999999997,2330000
2021-08-13,3.63,1974020
2021-08-16,3.7060000000000004,1590740
2021-08-17,3.657,1303180
2021-08-18,3.562,591420
2021-08-19,3.476,924220
2021-08-20,3.564,970240
2021-08-23,3.593,677600
2021-08-24,3.5490000000000004,805470
2021-08-25,3.559,893120
2021-08-26,3.497,1645620
2021-08-27,3.5729999999999995,1985570
2021-08-30,3.55,1654820
2021-08-31,3.654,3812320
2021-09-01,3.754,1015900
2021-09-02,3.7840000000000003,945630
2021-09-03,3.8,842850
2021-09-07,3.6719999999999997,621540
2021-09-08,3.633,583690
2021-09-09,3.6479999999999997,461150
2021-09-10,3.6590000000000003,592910
2021-09-13,3.713,539750
2021-09-14,3.607,695300
2021-09-15,3.6439999999999997,473010
2021-09-16,3.643,403780
2021-09-17,3.725,1288890
2021-09-20,3.632,1043370
2021-09-21,3.6670000000000003,1574220
2021-09-22,3.774,818220
2021-09-23,3.75,788580
2021-09-24,3.7299999999999995,459490
2021-09-27,3.7880000000000003,647630
2021-09-28,3.7299999999999995,502270
2021-09-29,3.6700000000000004,326410
2021-09-30,3.657,645280
2021-10-01,3.7350000000000003,381930
2021-10-04,3.688,361430
2021-10-05,3.728,307170
2021-10-06,3.652,837920
2021-10-07,3.7299999999999995,476860
2021-10-08,3.688,242740
2021-10-11,3.6990000000000003,330060
2021-10-12,3.588,630270
2021-10-13,3.5799999999999996,688600
2021-10-14,3.596,854890
2021-10-15,3.5439999999999996,1091880
2021-10-18,3.497,567850
2021-10-19,3.524,636420
2021-10-20,3.535,573100
2021-10-21,3.537,630660
2021-10-22,3.53,499920
2021-10-25,3.533,600550
2021-10-26,3.5450000000000004,2953540
2021-10-27,3.531,526720
2021-10-28,3.5439999999999996,1365770
2021-10-29,3.539,2151360
2021-11-01,3.665,815870
2021-11-02,3.7060000000000004,681760
2021-11-03,4.186999999999999,6451740
2021-11-04,4.697,8744390
2021-11-05,4.6579999999999995,5360150
2021-11-08,4.504,1464670
2021-11-09,4.484,944460
2021-11-10,4.382,1306640
2021-11-11,4.431,642230
2021-11-12,4.369,450650
2021-11-15,4.309,797830
2021-11-16,4.401,1544380
2021-11-17,4.25,689370
2021-11-18,4.286,687440
2021-11-19,4.218,1013590
2021-11-22,4.2170000000000005,934740
2021-11-23,4.178,617810
2021-11-24,4.196,644490
2021-11-26,4.043,1113050
2021-11-29,4.063000000000001,1118100
2021-11-30,4.14,2168370
2021-12-01,4.243,1826580
2021-12-02,4.284000000000001,1104220
2021-12-03,4.3229999999999995,1215200
2021-12-06,4.2700000000000005,1207060
2021-12-07,4.388,736750
2021-12-08,4.372999999999999,626650
2021-12-09,4.244,691090
2021-12-10,4.287,1210090
2021-12-13,4.191,661530
2021-12-14,4.163,647340
2021-12-15,4.238,1342910
2021-12-16,4.16,1686440
2021-12-17,4.093999999999999,1919690
2021-12-20,4.128,1983970
2021-12-21,4.263,992410
2021-12-22,4.259,1307210
2021-12-23,4.272,790720
2021-12-27,4.476,2278230
2021-12-28,4.417,725320
2021-12-29,4.555,1783340
2021-12-30,4.468,711300
2021-12-31,4.3950000000000005,497320
2022-01-03,4.561999999999999,1585660
2022-01-04,4.714,2082330
2022-01-05,4.536,1915270
2022-01-06,4.51,704040
2022-01-07,4.4079999999999995,702100
2022-01-10,4.418,1074720
2022-01-11,4.491,1339970
2022-01-12,4.484,942680
2022-01-13,4.529,1002670
2022-01-14,4.557,2120510
2022-01-18,4.617,1773060
2022-01-19,4.215,2677030
2022-01-20,4.2299999999999995,1611110
2022-01-21,4.101,1225850
2022-01-24,4.093999999999999,1451700
2022-01-25,3.9450000000000003,1042940
2022-01-26,3.901,1000540
2022-01-27,3.882,867320
2022-01-28,4.015,1170030
2022-01-31,4.0520000000000005,1327340
2022-02-01,4.17,2201010
2022-02-02,4.381,6514830
2022-02-03,3.931,4655110
2022-02-04,3.8200000000000003,2193800
2022-02-07,3.8009999999999997,1835580
2022-02-08,3.85,997330
2022-02-09,3.8649999999999998,1187690
2022-02-10,3.857,1973470
2022-02-11,3.806,1213880
2022-02-14,3.807,902640
2022-02-15,3.973,1202000
2022-02-16,3.976,764280
2022-02-17,3.8850000000000002,730090
2022-02-18,3.9159999999999995,1931700
2022-02-22,3.918,2511920
2022-02-23,3.903,1812560
2022-02-24,3.9189999999999996,1389400
2022-02-25,4.017,2172310
2022-02-28,3.929,1729890
2022-03-01,3.9899999999999998,2657780
2022-03-02,4.2170000000000005,1762530
2022-03-03,4.211,935580
2022-03-04,4.157,1025660
2022-03-07,4.044,1539630
2022-03-08,4.048,2039830
2022-03-09,4.16,787360
2022-03-10,4.118,1095390
2022-03-11,4.159000000000001,975450
2022-03-14,4.0520000000000005,1193020
2022-03-15,4.182,968900
2022-03-16,4.275,944700
2022-03-17,4.194,622920
2022-03-18,4.289,1323890
2022-03-21,4.299,539350
2022-03-22,4.295,747520
2022-03-23,4.234,511510
2022-03-24,4.2509999999999994,515450
2022-03-25,4.199,770670
2022-03-28,4.186,948540
2022-03-29,4.247999999999999,1437180
2022-03-30,3.9579999999999997,2195480
2022-03-31,3.807,1521220
2022-04-01,3.7920000000000003,1307640
2022-04-04,3.774,1471150
2022-04-05,3.6399999999999997,779450
2022-04-06,3.535,886830
2022-04-07,3.54,899790
2022-04-08,3.531,1742370
2022-04-11,3.5189999999999997,978720
2022-04-12,3.4829999999999997,800360
2022-04-13,3.56,519260
2022-04-14,3.652,1895010
2022-04-18,3.661,580990
2022-04-19,4.465,13135400
2022-04-20,4.505,3995670
2022-04-21,4.272,4635800
2022-04-22,4.236,2335890
2022-04-25,4.2780000000000005,1013940
2022-04-26,4.125,1443920
2022-04-27,4.164,1361250
2022-04-28,4.298,1184260
2022-04-29,4.21,1241410
2022-05-02,4.24,1770680
2022-05-03,4.3229999999999995,1660340
2022-05-04,5.672,20667740
2022-05-05,5.304,5759710
2022-05-06,5.121,5017830
2022-05-09,4.917,3132720
2022-05-10,5.108,2625660
2022-05-11,4.9350000000000005,2187150
2022-05-12,5.114,2953870
2022-05-13,5.235,2666620
2022-05-16,5.259,1806920
2022-05-17,5.4079999999999995,2552840
2022-05-18,5.237,2170360
2022-05-19,5.039,2336560
2022-05-20,4.976,2769810
2022-05-23,4.933,1702000
2022-05-24,4.745,3327750
2022-05-25,4.877000000000001,1954590
2022-05-26,4.926,2133910
2022-05-27,4.947,1908180
2022-05-31,5.006,3390450
2022-06-01,5.17,4739170
2022-06-02,5.549,6301480
2022-06-03,5.481,3944990
2022-06-06,5.4990000000000006,4450100
2022-06-07,5.619,3422970
2022-06-08,5.4270000000000005,3202050
2022-06-09,5.019,3178140
2022-06-10,4.875,2777230
2022-06-13,4.688000000000001,4371330
2022-06-14,4.642,1752440
2022-06-15,4.721,2449270
2022-06-16,4.2909999999999995,3949340
2022-06-17,4.311999999999999,3142390
2022-06-21,4.503,2555310
2022-06-22,4.338,1927310
2022-06-23,4.165,3180470
2022-06-24,4.2700000000000005,4326680
2022-06-27,4.328,2000790
2022-06-28,4.18,1913330
2022-06-29,4.112,2441130
2022-06-30,4.035,1908100
2022-07-01,3.9130000000000003,5617930
2022-07-05,3.899,2302900
2022-07-06,3.91,1972890
2022-07-07,4.038,2045310
2022-07-08,4.046,1266710
2022-07-11,4.036,1019530
2022-07-12,4.068,1438530
2022-07-13,4.11,1269330
2022-07-14,4.1049999999999995,1448560
2022-07-15,4.215999999999999,2325310
2022-07-18,4.25,2090200
2022-07-19,4.3759999999999994,1777590
2022-07-20,4.557,2086540
2022-07-21,5.163,15543420
2022-07-22,5.072,4076860
2022-07-25,5.247999999999999,3018220
2022-07-26,5.17,2562250
2022-07-27,5.138,2709330
2022-07-28,5.313000000000001,2393830
2022-07-29,5.401,3138220
2022-08-01,5.524,3432390
2022-08-02,5.616,2775330
2022-08-03,5.725,2541550
2022-08-04,5.913,3181920
2022-08-05,5.909000000000001,3777950
2022-08-08,6.109,4653940
2022-08-09,5.819,4335720
2022-08-10,6.372999999999999,12249590
2022-08-11,6.422,4749910
2022-08-12,6.531000000000001,7176630
2022-08-15,6.703,3861380
2022-08-16,6.612,3979400
2022-08-17,6.761,4894940
2022-08-18,7.196,7644490
2022-08-19,6.983,4770420
2022-08-22,6.795,5315020
2022-08-23,6.767,2435110
2022-08-24,7.029000000000001,5500530
2022-08-25,7.437,5299200
2022-08-26,6.981999999999999,4836440
2022-08-29,6.926,5300720
2022-08-30,6.459999999999999,6137590
2022-08-31,6.508,5750290
2022-09-01,6.33,5647540
2022-09-02,6.454000000000001,3907950
2022-09-06,6.1579999999999995,3595030
2022-09-07,6.331,3645430
2022-09-08,6.498,2127590
2022-09-09,6.688,2111760
2022-09-12,6.6659999999999995,3187830
2022-09-13,6.3420000000000005,2852810
2022-09-14,6.438,2257830
2022-09-15,6.536,2966170
2022-09-16,6.2299999999999995,3894080
2022-09-19,5.797,7385740
2022-09-20,5.58,4461920
2022-09-21,5.503,3415190
2022-09-22,5.419,3307790
2022-09-23,5.343,3553530
2022-09-26,5.215,2426420
2022-09-27,5.35,1465330
2022-09-28,5.5649999999999995,1863230
2022-09-29,5.445,1138200
2022-09-30,5.507,2190730
2022-10-03,5.707,2401810
2022-10-04,6.027,3292880
2022-10-05,6.047,4098500
2022-10-06,6.1450000000000005,2349520
2022-10-07,5.893,2168620
2022-10-10,5.625,1991040
2022-10-11,5.574,1777250
2022-10-12,5.242,2520090
2022-10-13,5.515,3650390
2022-10-14,5.402,2245530
2022-10-17,5.612,1815950
2022-10-18,5.536,1826220
2022-10-19,5.559,1136640
2022-10-20,6.134,12999050
2022-10-21,6.453,6680180
2022-10-24,6.301,3148440
2022-10-25,6.704000000000001,4155400
2022-10-26,6.565,2285560
2022-10-27,6.6819999999999995,3497460
2022-10-28,6.872,2520090
2022-10-31,6.9590000000000005,3723190
2022-11-01,7.186,5528480
2022-11-02,8.084,27028300
2022-11-03,7.970000000000001,7739350
2022-11-04,7.662999999999999,8052930
2022-11-07,7.715000000000001,3930410
2022-11-08,7.831,4210270
2022-11-09,7.648999999999999,3682040
2022-11-10,8.072,5031230
2022-11-11,8.347,9787400
2022-11-14,8.193000000000001,5459340
2022-11-15,8.689,8001380
2022-11-16,8.217,5777850
2022-11-17,8.702,7124510
2022-11-18,8.649,6157790
2022-11-21,8.391,2486650
2022-11-22,8.772,4697170
2022-11-23,9.122,6251480
2022-11-25,9.387,4328810
2022-11-28,9.25,6260480
2022-11-29,9.149,5680870
2022-11-30,9.023,7325670
2022-12-01,9.051,5089790
2022-12-02,8.67,4772680
2022-12-05,8.331,5256110
2022-12-06,8.628,6680320
2022-12-07,8.61,4062800
2022-12-08,8.561,6633300
2022-12-09,8.402,4257070
2022-12-12,8.916,4512560
2022-12-13,9.001000000000001,5309950
2022-12-14,9.004000000000001,6267270
2022-12-15,8.058,10716850
2022-12-16,8.073,7824950
2022-12-19,7.829000000000001,6766720
2022-12-20,8.331,22939170
2022-12-21,8.387,17235980
2022-12-22,8.2,8346080
2022-12-23,8.219,5626390
2022-12-27,8.289,4535250
2022-12-28,8.059999999999999,5687030
2022-12-29,8.190999999999999,5396400
2022-12-30,8.209999999999999,3336570
2023-01-03,8.386,5183940
2023-01-04,8.225,9806450
2023-01-05,8.025,6944590
2023-01-06,8.439,6677030
2023-01-09,8.477,19046610
2023-01-10,7.837000000000001,30042840
2023-01-11,7.561,15334490
2023-01-12,8.045,6830300
2023-01-13,8.058,4056130
2023-01-17,8.483,7146090
2023-01-18,7.8870000000000005,10158280
2023-01-19,7.086,38402610
2023-01-20,7.198,9558110
2023-01-23,7.375,8125850
2023-01-24,7.825,9201650
2023-01-25,7.731,6846690
2023-01-26,7.627,4482700
2023-01-27,7.43,5604850
2023-01-30,7.212999999999999,7493950
2023-01-31,7.233,8158130
2023-02-01,7.973999999999999,23795320
2023-02-02,8.187999999999999,9734460
2023-02-03,8.434000000000001,9049310
2023-02-06,8.321,5441760
2023-02-07,8.198,5575590
2023-02-08,8.522,12824130
2023-02-09,8.7,18699910
2023-02-10,9.001999999999999,9815350
2023-02-13,9.053,7573020
2023-02-14,9.288,11186570
2023-02-15,9.3,7446060
2023-02-16,9.588,11648660
2023-02-17,9.198,9432620
2023-02-21,8.806000000000001,6824640
2023-02-22,8.671,5774820
2023-02-23,9.427,12407170
2023-02-24,9.815999999999999,13080130
2023-02-27,10.113,13456380
2023-02-28,9.797,10428800
2023-03-01,10.2,6925820
2023-03-02,9.837,9202270
2023-03-03,9.783,6729330
2023-03-06,9.83,5256540
2023-03-07,9.851,6788130
2023-03-08,10.235,10321720
2023-03-09,9.856,7731100
2023-03-10,9.276,12410210
2023-03-13,8.928,7981740
2023-03-14,9.247,6577350
2023-03-15,9.175,7754320
2023-03-16,9.723,9539320
2023-03-17,9.55,9123160
2023-03-20,9.852,9193480
2023-03-21,10.825,13847690
2023-03-22,11.254000000000001,16150070
2023-03-23,11.4,13299580
2023-03-24,11.083,11662210
2023-03-27,11.09,11224960
2023-03-28,10.278,13914240
2023-03-29,10.565000000000001,8853520
2023-03-30,10.334,8150660
2023-03-31,10.655,7166490
2023-04-03,11.272,12448490
2023-04-04,10.946,11261850
2023-04-05,10.803,4338070
2023-04-06,10.068999999999999,24640650
2023-04-10,10.655,7978930
2023-04-11,10.468,5973710
2023-04-12,10.811,9687920
2023-04-13,10.824,7753460
2023-04-14,10.915000000000001,5868020
2023-04-17,11.043000000000001,4711340
2023-04-18,11.588,9615770
2023-04-19,10.982,9577170
2023-04-20,10.801,7183860
2023-04-21,10.732,6974680
2023-04-24,9.859,30295070
2023-04-25,9.328,15190200
2023-04-26,9.489,8879220
2023-04-27,9.858,6028430
2023-04-28,10.543000000000001,9498240
2023-05-01,10.511,9790490
2023-05-02,10.443000000000001,12297950
2023-05-03,13.395,61627760
2023-05-04,13.64,13590570
2023-05-05,13.722999999999999,15814310
2023-05-08,13.663,9542240
2023-05-09,13.225,9719360
2023-05-10,13.428,6332370
2023-05-11,13.643,6923510
2023-05-12,13.45,4678220
2023-05-15,13.784,6014780
2023-05-16,14.584,15028690
2023-05-17,15.431000000000001,18462470
2023-05-18,16.456,22631290
2023-05-19,16.419,18981740
2023-05-22,16.481,11447240
2023-05-23,16.191,9130540
2023-05-24,16.762,9662000
2023-05-25,20.686,50631600
2023-05-26,21.918,35398610
2023-05-30,23.41,33990970
2023-05-31,22.395,27440420
2023-06-01,23.102,19131370
2023-06-02,22.194,17005280
2023-06-05,22.366,12531110
2023-06-06,23.315,13101100
2023-06-07,23.978,30015340
2023-06-08,25.435,21932920
2023-06-09,26.166000000000004,22866310
2023-06-12,25.865,22229240
2023-06-13,24.424,32168620
2023-06-14,24.777,17425600
2023-06-15,24.392,12466780
2023-06-16,23.077,16314050
2023-06-20,22.240000000000002,21268900
2023-06-21,21.991,15782380
2023-06-22,22.646,25777570
2023-06-23,21.606,14579300
2023-06-26,21.65,19309720
2023-06-27,22.616999999999997,16166160
2023-06-28,23.594,17159120
2023-06-29,23.593,17296670
2023-06-30,24.925,16755320
2023-07-03,24.919999999999998,10891490
2023-07-05,25.5,13227860
2023-07-06,25.053,10593630
2023-07-07,26.000999999999998,18537670
2023-07-10,26.993000000000002,16226750
2023-07-11,27.095,19933020
2023-07-12,27.663999999999998,17830330
2023-07-13,29.405,18891530
2023-07-14,29.538,25639470
2023-07-17,30.205000000000002,15524980
2023-07-18,31.839999999999996,17216580
2023-07-19,30.367,29135300
2023-07-20,30.294999999999998,32332220
2023-07-21,30.314999999999998,25797450
2023-07-24,30.937,19534000
2023-07-25,32.135000000000005,15854040
2023-07-26,31.736,15166350
2023-07-27,32.733999999999995,21377510
2023-07-28,33.45,12716230
2023-07-31,33.027,14272380
2023-08-01,33.756,12810890
2023-08-02,31.961000000000002,17277260
2023-08-03,32.120999999999995,8948780
2023-08-04,33.809,23030720
2023-08-07,35.329,20576280
2023-08-08,34.739999999999995,23161310
2023-08-09,26.613,75332480
2023-08-10,27.712,40325700
2023-08-11,25.443,39939370
2023-08-14,26.945999999999998,34510290
2023-08-15,26.422000000000004,15305020
2023-08-16,25.372999999999998,15701680
2023-08-17,24.406,16213010
2023-08-18,24.355,17526780
2023-08-21,25.264,16940340
2023-08-22,25.808999999999997,18993100
2023-08-23,27.761000000000003,26406610
2023-08-24,26.25,38742760
2023-08-25,25.396,27795320
2023-08-28,25.516,12794760
2023-08-29,26.163,24559770
2023-08-30,26.792,25616510
2023-08-31,27.508,30387170
2023-09-01,28.216,25924670
2023-09-05,28.028,23289580
2023-09-06,27.403,16903610
2023-09-07,26.748,19754580
2023-09-08,28.066000000000003,18470660
2023-09-11,27.732,19434030
2023-09-12,26.768,13378540
2023-09-13,27.095999999999997,13270710
2023-09-14,27.076999999999998,10632850
2023-09-15,24.926,24332430
2023-09-18,24.43,16542350
2023-09-19,24.774,11958200
2023-09-20,24.307,9870090
2023-09-21,23.154,16918940
2023-09-22,23.575,9415780
2023-09-25,24.886000000000003,17002220
2023-09-26,24.921,12850910
2023-09-27,25.754,19340300
2023-09-28,26.938,18019380
2023-09-29,27.422000000000004,22205740
2023-10-02,28.886000000000003,23796780
2023-10-03,26.997000000000003,25585960
2023-10-04,28.04,21517460
2023-10-05,28.76,18305490
2023-10-06,28.967000000000002,17429380
2023-10-09,29,16982410
